row_id,tweet,etiket
Row8809,soros gizli bir şekilde kendi kurumları üzerinden yasa dışı göçe maddi destek veriyor suriyeli göçü soros planı sadece bir araçtır bununla ulus devletleri zayıflatıp millî kültürlere son darbeyi vurmak istiyor viktor orban 2017,hiçbiri
Row8813,mersin emek demokrasi platformu üyeleri suriyeli mültecilerin kaldıkları çadırları ziyaret etmiş sorunun çözümü girişimlerde bulunacaklarını ifade etmişti valilik görüşme taleplerinde bulunan platformu bileşenlerinin randevu taleplerine yanıt verilmedi,hiçbiri
Row8814,10 gündür elektriksiz olan suriyeli mültecilere valilik çözüm üretmiyor yeni yaşam gazetesi nin haberine göre mersin kaldıkları çadırların elektrikleri kesilen yüzlerce suriyeli mülteci soğuk hava yağışa rağmen 10 gündür karanlıkta bırakıldı,hiçbiri
Row8823,abd diğer batılı demokrasi güçlerinin cesur mücadeleleri sayesinde suriyeli çocuklar artık olmadıkları kadar özgürler,hiçbiri
Row8833,suriye bilgi bülteni 31 ocak 2021 suriyeli sığınmacılar ülkelerine dönmeye devam ediyor geçen gün 51 sığınmacı 15 kadın 26 çocuk lübnan sınırındaki ceydet yabus tel kalah telkele kontrol noktaları üzerinden suriye arap cumhuriyetine dönüş yaptı,hiçbiri
Row8883,suriye meselesinde hassasiyet gösterip doğu türkistan meselesinde susmak doğru değilse doğu türkistan meselesi üzerinden suriyeli mültecilere yönelik ırkçı bir dil kullanmak aynı şekilde doğru değildir dinine ırkına bakmadan mazlumlarla kardeşiz,hiçbiri
Row8918,konya kayıp olan 21 yaşındaki s b a nın suriyeli fuhuş çetesi tarafından kaçırıldığı ortaya çıktı genç kız polisin operasyonuyla kurtarıldı,nefret
Row8919,21 suriyeli çocuk bir depoda tutulup zorla dilendiriliyor filmlerdeki,hiçbiri
Row8926,bütçedeeytyoksaoyyok suriyeli turgay,hiçbiri
Row8975,evde doğum yapan suriyeli annenin bebeği öldü,hiçbiri
Row8977,göç sığınmacılık farklı ülkede yeni hayata başlamak herkes sarsıcı bir süreç türkiye yaşayan suriyeli aileler çocuklar öyle konuya yeterli özenle yaklaşıldığında riskleri azaltmak mümkün kayıp nesil sorununu yaşamamak,hiçbiri
Row8997,türkçülüğün tavrı türklüğü karşı bir taraf görenlere karşı kardeşlik masalı okumak değil bir bozkurdun pervasız saldırganlığı olmalı türkiye deki dincilerin şeytanlığına bölücü etniklerin kuduzluğuna suriyeli piçlerin açgözlülüğüne rağmen son sözü türkçüler söyleyecektir,nefret
Row9000,önce köydeki suriyeli erkek kuaförüne 20 tl ye hayatımın iyi kahkül kesimini yaptırdım,hiçbiri
Row9013,türkiye libya azerbaycan daki suriyeli paralı askerlerle sözleşme yapmak sadat ı kullandı i yakında türkiye nin karabağ paralı asker macerasına dair yeni bilgileri detaylandıran bir makale yazacağım,hiçbiri
Row9017,evde doğum yapan kadinin öldü kayserivaliligi kayseriemniyeti sondakika,hiçbiri
Row9021,ülkemizdeki suriyeli diğer azınlıkların test sonuçları vaka hasta oranları gün verilen tabloya dahil ediliyormuş ölüm oranları durumda bizimle dalga geçenler bunları sorguladılar kovid19 nerden tutsak elimizde kalıyor maskezorunluolamaz,hiçbiri
Row9050,evde doğum yapti bebek öldü kayseri evde doğum sonrası bir bebek öldü olay argıncık mahallesi 181 nci sokakta meydana geldi suriyeli bir kadın evde doğum yaptı doğum sonrası sağlık ekiplerinden yardım istendi sağlık ekipleri olay yerine gittiğinde bebeğin öldüğünü,hiçbiri
Row9060,suriyeli bayan yaşadıklarını anlatıyor ip li politikacı sürekli yok veri yok veri deyip itiraz ediyor yaşıyor kağıt üzerindeki rakamlara bakıp yok sen öyle değil böyle yaşıyorsun diyor,hiçbiri
Row9063,ip li bir yetkiliye ülkemizde yaşayan bir suriyeli bayan koşullarımız zor 10 unumuz kamplarda kalıyor çalışma izni almak zor kayıtsız bir şekilde çalışıp geçimimizi sağlıyoruz diyor ip li yetkili bm raporuna göre suriyeli mültecilerin 70i çalışmıyor diyor,hiçbiri
Row9064,suriyeli muhaliflerden rusya siyasi çözüm rejime baskı yapın çağrısı,hiçbiri
Row9065,üzerinden geçeli 4 yıl olmuş suriyeli mültecilere yardım kampanyası mültecilere tır dolusu yardımı halep e yola çıkaralı facebook un hatırlatması,hiçbiri
Row9068,geçenlerde zeynep adında suriyeli küçük bir kızla arapça konuşarak ismini sorup isminin güzel olduğunu güzel kur an okuduğunu söylediğimde annesinin kendinin gözleri ışıyarak şaşkınca enti turkiy türk müsün sorup ardından ardarda teşekkür edişlerini unutamı,hiçbiri
Row9096,suriyelilerin bela olacağını söylediğimizde islamcısı solcusu liberali mağara kaçkınlarını el birliği savunuyordu suriyeli fuhuş çetesi haberini görmezden geldikleriden kadar eminim,nefret
Row9112,orhangazi suriyeli mülteciye ait markette yangın,hiçbiri
Row9122,suriyeli yazar araştırmacı muhannad el kati ye görede ekonomik durum haseke deki kötüleşen su sorunu suikastlar tutuklamalar halk hoşnutsuzluğunun artmasına katkıda bulunuyor ypg yi reddeden sesler gittikçe yükseliyor bölgede,hiçbiri
Row9124,uygur türk tür suriyeli yüktür,nefret
Row9138,ülke nüfusu 83 milyon suriyeli nüfusu 5 milyon diğer kaçak nüfusu 1 milyon toplam 89 milyon ülkenin milli gelirini rakamlara göre hesaplayın bakalım kişi başına düşen gelir oluyor esnafıbatıranadam,hiçbiri
Row9148,bizim yıllardır haykırdığımız zulmü nedense şimdi hatırladılar savaştan kaçıp türkiye ye sığınan suriyeli türkmen i dışlayan kuru zihniyetin derdinin uygur türkleri olduğunu düşünüyorsanız yanılıyorsunuz,hiçbiri
Row9155,büyük bir yağma yaşanıyor milyonlarca suriyeli afgan ermeni türk milletinin kaynaklarını sömürüyor iktidar yabancılara ülke yi peikeş çekiyor türk vatandaşları fakirlik zulüm geçim sıkıntısı içinde ölüyor covid19 bundan büyük ihanet olur chp,nefret
Row9156,türkiye nin işgal altında olan kuzey kıbrıs ı fiilen tanıtmasını sağlayacak doğu akdeniz konferansı fikriden derhal vazgeçmeli sorununu altıncı adım ab türkiye suriye sınırındaki türkiye deki suriyeli mültecilerle ilgili somut elle tutulur müzakere,hiçbiri
Row9162,türkiye çin arasında tren bor gönderimi başlamış bakın çin diyorum bor diyorum ab kilis te yerli halkın iki katından fazla suriyeli vatandaş olmasından kaynaklı elini taşın altına koymuş ab bunlar bize gelmesin derken kilis e yeni devlet hastanesi yatırımı yapmış,hiçbiri
Row9163,suriyeli annenin feryadı hasbünallahü nimel vekil allah bize yeter güzel vekildir,hiçbiri
Row9189,ntv anki haberlerinde esenyurt ta iki grup arasında kavga çıktı 20 kişi birbirine girdi diyor ğrup suriyeli pislikler diyemiyor yazıklar olsun haberciliğinize,nefret
Row9218,milislerinin suriyeli çocuklara yönelik suç cinayetleri devam ediyor rasthabercom aracılığıyla,hiçbiri
Row9226,ben suriyeli bir çocuğum anneden olma ben halimle mutluyum varlık içinde mutlu oluyorsunuz,hiçbiri
Row9234,türkiyeli suriyeli genç erkeklerin gündelik yaşam deneyimleri küçükçekmece sultanbeyli örneği projesi suriyeli türkiyeli gençlerin gündelik hayat deneyimlerine odaklanıyor anadolu kultur heinrichboelltr,hiçbiri
Row9244,hoşçakal cilvegözü hoşçakal suriyeli bebekler hoşçakal yemek masasından inmeyen kediler hoşçakal 101 masası hoşçakal hatay,hiçbiri
Row9256,piktes öğretmenleri olarak 5 yıldır suriyeli kardeşlerimize türkçemizi öğretiyoruz eğitim veriyoruz 2021 yılının yunus emre türkçe yılı olarak kutlanmasının hayırlı olmasını dileriz piktesogretmenleri rterdogan ziyaselcuk,hiçbiri
Row9279,kilis te ilgilenmeye çalıştığımız suriyeli bir anne beş kızı var eşi terketmiş aradan bir yıl geçtikten sonra dönmüş çocukları alacağım diyor alkolik uyuşturucu bağımlısı kadına allah rızası yardım edebilecek bir avukat varmı kilis avukat kadinasiddetehayir,hiçbiri
Row9294,suriyeli savaş mağduru 176 kişi bizzat çektikleri sıkıntıları gördükleri zulümleri şahit oldukları acıları yazdı hikayelerden 15 tanesi aracılığıyla bir nebze olsa savaş gerçeğini göstermeyi hedefledik sipariş vermek,hiçbiri
Row9322,biden yönetimi suriyeli göçmenler karar verdi,hiçbiri
Row9369,ab kilis e kaçak inşaat dikmiş suriyeli nüfusun kilis nüfusunu geçtiği ilimizde sağlık hizmetleri eşit olarak verilmekte türk vatandaşlarımızın faydalandığı sağlık hizmetlerinden suriyeli mülteciler faydalanmaktadır,hiçbiri
Row9419,ha timur un filleri ha recepin suriyeli leri doymak bilmeyen canlıların yükü anadolu insanına yük oldu,nefret
Row9433,tanıdık suriyeli futbolcu var röportaj yapıyım ırkçılık,hiçbiri
Row9573,kaç korona virüsü bunu temizler allah a anlatacağim ölmeden önce 3 yaşındaki suriyeli çocuğun son sözleri,hiçbiri
Row9609,sadece ırkçılığın sadece siyahilere yapıldığını düşünüyorsunuz kendi ülkemizde bile bir sürü ırkçılık örneği var kürt türk alevi laz çerkez suriyeli irkçılık sadece kendini üstün görmek isteyen narsistlerin seçtiği bir ideoloji dir,hiçbiri
Row9615,rus savaş uçakları deyizor un batısında destekli zeynebiyyun milislerini yanlışlıkla vurdu te baas güçlerine sadık rejim güçlerinden kaçarak sınır hattını geçen 40 kadar milis suriyeli muhaliflere teslim oldu,hiçbiri
Row9645,abd 8 10 bin civarında suriyeli var geçici koruma statülerini eylül 2022 ye kadar uzattılar demek tarihe kadar suriye nin dönülebilir ülke olacağı düşünülüyor,hiçbiri
Row9662,geçen ramazan suriyeli bir aileye bir maddi yardım yapmıştık an durumumuz iyi parayı iade etmek istiyoruz diyorlar duygulandım,hiçbiri
Row9674,vatan bizim devlet bizim kimseyle paylaşmak zorunda ülkemde suriyeli görmek sön sözde bizim olacak,nefret
Row9721,işgal deyilde ülkemde afgan suriyeli ıraklı pakistanlı afrikalı toplam 13 milyon mülteci sığınmacı var işgal değilde atatürk yaşasaydı çanakkale savaşına girdiğine binmiş an olurdu,nefret
Row9722,bursa faciadan dönüldü peş peşe patlamalar yaşandı suriyeli aile,hiçbiri
Row9725,konya kayıp olan 21 yaşındaki s b a nın suriyeli arap fuhuş çetesi tarafından kaçırıldığı ortaya çıktı mazlummu demiştiler suriyeliler,nefret
Row9764,bacakları kesilen kedi haberleri yüzünden sinirden elim ayağım titriyor sadece bir bölgede olsa bölgenin huyu kültürü adeti diyecem diyarbakırda kocaelinde çorumda ulan hatta bile oluyor türk halkının işi değil arkadaş suriyeli geldiğinden beri oluyor bunlar,nefret
Row9777,önce yandı sonra patladı bursa suriyeli aile kendini zor dışarı attı haberi oku,hiçbiri
Row9789,suriye nin deyrizor kentindeki hatla köyünün okulunu tadilatını gerçekleştirdik çocukların okul ihtiyaçlarını karşıladık suriyeli sığınmacıların dönüş sürecinin sürmesinden dolayı yeni okullara ihtiyacı var rusya suriye hükümeti yeni okullar açmak uğraşıyor,hiçbiri
Row9817,kayıtlı suriyeli sayısı 3 576 344 vatandaşlığa alınanların toplamı 110 bin kayıtsız suriyeli sayısı 1 milyon 300 bin toplam 5 326 344 diğer uluslar 1 milyon 400 bin türkiye orta doğu daki 3 sığınmacıdan 2 sine ev sahipliği yapmaktadır,hiçbiri
Row9831,meryemkadinkoop geçim kaynaklarına erişim projesi kapsamında türkiyeli suriyeli afgan kadınlar açık alan tarımı yapıyor 60 dönüm arazide brokoli karnabahar marul lahana turp bakla 11 çeşit ürün yetiştiriyorlar milliyet,hiçbiri
Row9835,yarın soka çıkıcam zevkine suriyeli dövücem amk,nefret
Row9848,uygur türktur suriyeli yüktür defol un arap itleri,nefret
Row9879,suriyeli vatan hainleri defolsun gitsin arap artıkları istemiyoruz,nefret
Row9890,kimse komplo teorisi demesin suriyeli ler gelmeden önce böyle olaylar yoktu cahil dinci güruh büyü kedilerimizin bacaklarını kesiyor,nefret
Row9909,türkçemizin dünya dili olmasına katkımız olduğu mutlu bize piktesogretmen piktes öğretmenleri beş yıldır çoğunluğu suriyeli mülteci çocuklulara diğer yabancı uyruklu vatandaşlara türkçe öğretimi yapıyor bununla gurur duyuruyoruz rterdogan ziyaselcuk yeeorgtr,hiçbiri
Row9952,abd güvenlik bakan vekili david pekoske sayesinde öğrendik abd 6700 suriyeli göçmen yaşıyor onlar geçici statüde işten savaşın içindeki suriye den fazla türkiye nin zarar gördüğünde ısrarcıyım yönüyle dünyada ilk,hiçbiri
Row9968,suriyeli göçmenler yasal olarak 18 ay abd kalabilecek,hiçbiri
Row9997,suriyeli sığınmacılar 9 gündür elektriksiz,hiçbiri
Row1,türkiye milyonlarca suriyeli mülteciye ev sahipliği yapması nedeniyle ab ye vizesiz seyahati hak ediyor reuters ab liderleri zirvesi hazırlanan rapor,hiçbiri
Row2,dw haber bugün akp kongresi vatandaşların güven duyması gerektiğinin içi doldurulamadı hükümetin çelişkili salgın yönetimine tepki cumartesi anneleri hakim karşısına çıkacak 6 milyon suriyeli kendi ülkesinde mülteci,hiçbiri
Row21,çekmece 15 dolar buldum ara onu oraya koydum hatırlamıyorum bile gidip onu bozdurup suriyeli yetimlere vereceğim bugünbirhayıryap,hiçbiri
Row38,angela merkel türkiye doğu akdeniz tansiyonu düşürücü adımlar attığının sinyalini veriyor türkiye yüksek seviyede teması yeniden başlatacağımızı tartışacağız türkiye nin 3 6 milyon suriyeli mülteciyi kabul etmesi takdir edilmeyi hak ediyor,hiçbiri
Row50,korona tedavisi gören suriyeli evinde ölü bulundu,hiçbiri
Row52,bir gün suriyeli bir araştırmacıyla suriye krizini konuşurken söz savaş ağalarına geldi bana tarihin bize öğrettiği bir varsa savaş ağalarının zaman içerisinde birbirini boğazladığıdır demişti libya werfalli nin öldürülmesi bana yıllar önceki konuşmayı hatırlattı,hiçbiri
Row69,türkiye deki suriyeli sığınmacılar para vermeye devam etmek istiyorlar ab zirvesinde konuşulacakmış gümrük birliği vize meselesinden konuşmasında bahsetmedi,hiçbiri
Row80,yerimizde durmuyoruz geziler aynı olsada kardeşlerimiz farklı suriyeli kardeşlerimiz kent müzemizi yerinde görüyorlar öğreniyorlar sosyaluyum projemiz şanlıurfa nın sosyal kültürel faaliyetlerini tanıtmaya keşfettirmeye devam ediyor verelinikardeşim gsbgm,hiçbiri
Row94,suriyeli anneler göç uçurum kırlangıçları kitap tanıtımı özdemir youtube meb yildarado suriyelilersuriyeye,hiçbiri
Row101,suriyeli çocukların kavga ettiklerini gören polis memuru abimiz çocukları barıştırıp sonra mısır ısmarladı sevgi kazanacak teşekkürler emniyetgm,hiçbiri
Row123,emep antalya suriyeli gence yönelik saldırı basit yaralama değil ırkçılıktır,hiçbiri
Row136,gemide 100 ü aşkın kişinin bulunduğu belirtildi hayatta kalanların verdiği bilgilere göre gemide sudanlı senegalli suriyeli pakistanlı faslı mısırlı göçmenler bulunuyordu 45 dolayında kişinin libyalı balıkçılar tarafından kurtarıldığı belirtildi,hiçbiri
Row147,suriyeli muhacir kardeşlerimiz hakkında kimsenin ağzından tek cümle duymuyoruz,hiçbiri
Row191,mto bugün sali 18 00 arapça ahmet hamdi yıldırım suriyeli ekibi bütün talebeler i kademe i dönem 20 00 düşünce tarihi tahsin görgün 21 30 düşünce tarihi halil üçer ihalilucer ii kademe i dönem 21 30 mantık asım cüneyd köksal lazamani mtobilgi,hiçbiri
Row199,suriyeli anne oğluna kavuşmak istiyor,hiçbiri
Row203,çöpçülerimiz afgan evlerdeki bakıcı temizlikçi özbek türkmen moldova kuaförler azerbaycan işçiler suriyeli yahu bizim türk milleti iş yapıyor,hiçbiri
Row219,bir emekçiye karşı gerçekleştirilen saldırıyı kınıyoruz emekçinin vatanı bütün dünyadır irkçılığa hayır antalya muratpaşa ilçesinde kağıt toplayan suriyeli genci dövdükten sonra motosikletinin üzerinden kamyonetle geçildi ardından motosikleti ateşe verildi,hiçbiri
Row222,yasaklar bitince mahalledeki suriyeli manav barbekü partisi verecekmiş bizi davet etti,hiçbiri
Row269,emek partisi antalya hurda kağıt toplayan suriyeli gence yönelik saldırıyla ilgili açıklamasında yalnızca basit yaralama değil ırkçılıktır nefret suçudur dedi,hiçbiri
Row278,suriyeli leri maksimum kadar entegre edebilirsiniz profesyonel bir dolandırıcı olacak kadar fazlasını beklemeyin,nefret
Row347,marmaris çöp karıştıran suriyeli insanlar,hiçbiri
Row368,suriyeli anne oğluna kavuşmak istiyor rahatsızlanan eşinin tedavisi 12 yaşındaki doğuştan bedensel engelli olan kızı türkiye ye gelen suriyeli anne 4 yıldır göremediği oğluna kavuşmak istiyor,hiçbiri
Row385,türkiyede covitten ölen kaç suriyeli var açıklansın istiyorum,hiçbiri
Row387,ab raporu ab nin üst düzey yetkililerinden josep borrell in ab zirvesi nde liderlere sunacağı raporunda türkiye destekli silahlı grupların rojava işlediği insan hakları ihlalleri suriyeli mültecilerin kürt bölgelerine yerleştirmesinin sorun olmaya devam ettiği vurgulandı,hiçbiri
Row409,fabrikada usta ilk okul afgan makina operatör ü suriyeli okul yok amale türk liseli üniversite terk eğitim verir sen ver nitelikli elemanı yetistiremiyoruz onlinedeğilyüzyüzeeğitim,hiçbiri
Row418,sabah yağmur çamurun içinde suriyeli mazlum bir genç ekmek parası kağıt topluyordu üstü başı berbat bir durumdaydı gençi alıp evine gittik üç çocuk perişan bir ev gördük şimdi ey allah tan korkmazlar tek dertleri ekmek parası olan çaresizlerden istiyorsunuz,hiçbiri
Row423,suriye anneler günü 21 martmış bugün suriyeli bir velim çocuklarımızın 2 annesi oldunuz diyerek anneler günümü kutladı oradan biliyorum,hiçbiri
Row444,daki üç sokak köpeğini onların şantiyelerde uyuyan yapıştırıcı koklayan suriyeli üç evsiz gençle ilişkilerini anlatıyor lo çoğunlukla çömelmiş bir pozisyondan altı aydan fazla ateş etti sonra normal yaşama dönmekte zorlandı,hiçbiri
Row445,başıboş daki köpekler suriyeli mülteciler hakkında bir film hong konglu film yapımcısı elizabeth lo nun ilk uzun metrajlı filmi hayatı hayvanlar düzeyinde görmenin nedeni stray,hiçbiri
Row446,bir gözü dönmüşlük anatalya bir kamyonet kağıt toplayarak geçimini sağlayan suriyeli gencin motosikletine çarpıyor sonra inip genci taş sopalarla linç ediyor ardından kamyonetle motosikletini eziyorlar yetmiyor motosiklet römorkunu ateşe veriyorlar lanet olsun,hiçbiri
Row456,suriye bir çocuk katledildi suriyeli babanın yürek yakan son sözleri anneni görmeden gittin canımın içi kurban olduğum oğlum sakın allah ı zalimlerin yaptıklarından habersiz sanma 42,hiçbiri
Row460,ab dış güvenlik politikası yüksek temsilcisi josep borrell türkiye gelişmelerinde başlıca üzerinde durdukları konuların kıbrıs sorunu doğu akdeniz gerilimi libya kapsamlı gelişmeler türkiye yaşayan suriyeli mültecilere destek olduğunu söyledi,hiçbiri
Row612,ülke sınır güvenliğimizin sorgulanmasını gerektiren ciddi bir durum sınır dışı edilen suriyeli sığınmacı tekrar yakalandı,hiçbiri
Row702,kağıt toplayan suriyeli genci öldüresiye dövüp motorunu ezdikten sonra ateşe veren gözü dönmüş pislikler serbest bırakılmış gerçekten kararı verirken insanlığınızdan vicdanınızdan şüphe ediyorum,hiçbiri
Row759,hangisi suriyeli yakışıklı durur,hiçbiri
Row762,değer veren dernekler federasyonu iç savaş açlık salgın hastalıklar kış şartlarına karşı hayatta kalma mücadelesi veren yemen arsal daki suriyeli gazze deki filistinli muhtaç binlerce insana kış mevsimi boyunca yardım ulaştırdı,hiçbiri
Row787,25 26 mart ta düzenlenecek ab liderler zirvesi nin başlıca gündem maddeleri arasında türkiye gümrük birliği nin güncellenmesi türkiye deki suriyeli mültecilere mali destek konuları var ab türkiye suriye mülteci gümrük,hiçbiri
Row801,göç bağlamında bir sosyal sorun olarak suriyeli çocuk örneği via tuicakademi,hiçbiri
Row826,ermeni mezarlarının üstüne suriyeli göçmen çocuğu ezerek öldürme bir avuç yahudi nin neler yaşayabileceğini düşünmek bile istemiyorum,hiçbiri
Row845,yer antalya üç tane vahşi hurda kağıt toplayan suriyeli mazlum genç işçiyi önce döverek bayıltmışlar sonra motosikletini kamyonetle ezmişler çalmıyor çırpmıyor evine ekmek götürme derdinde istediniz garipten zalimlerler,hiçbiri
Row867,köylülerden anlamli yardim bingöl merkeze bağlı elmalı köyü sakinleri örnek bir çalışmaya imza atarak suriyeli bin yetim aileye bin yardım kolisi gönderdi cevdetyilmaz feyziberdibek1 bingolvaliligi erdalarikan12 hsaglar cemalkocakelci ziyasozen yusufcoskun,hiçbiri
Row873,antalya üç kişi hurda kağıt toplayan suriyeli genç işçiyi önce döverek bayılttı sonra motosikletini kamyonetle ezip yaktı bir vicdansızlık,hiçbiri
Row875,antalya 3 kişi hurda kağıt toplayan suriyeli genci darp edip motosikletini kamyonetle ezdikten sonra yaktı suriyeli gencin sağlık durumu ciddiyetini korurken olayla ilgili 3 kişiden ikisi gözaltına alındı diğeri aranıyor,hiçbiri
Row905,suriyeli mültecilere sistematik işkence sürüyor,hiçbiri
Row908,suriyeli var acill,hiçbiri
Row912,suriyeli sözde sığınmacı istilacıların mafyası örgütü cihadçısından sonra başımıza çıktı fetö yalanıyla türk vatandaşlarını kandırmaya başlamışlar sürekli tekrar ettiğim üzere devletin bekâsı meselesi suriyelilersuriyeye,nefret
Row924,igmg duisburg mevlana camiinde 50 ye yakın suriyeli öğrenci kur an eğitimi alıyor öğrencilerden münir hattab hafızlığını tamamlayarak mevlana camii nin 10 hafızı oldu,hiçbiri
Row937,ancak arada turkiyen in tipki libya karabag oldugu yemen e suriyeli militan gonderecegi soylentileri dolasiyor,hiçbiri
Row958,antalya üç kişi hurda kağıt toplayan suriyeli genç işçiyi önce döverek bayıltmışlar sonra motosikletini kamyonetle ezmişler insanlarsınız parayı çalan iktidara yapamayan fakirlere gücü yetiyor dimi,hiçbiri
Row971,yanımda çalışan suriyeli var diyor sen erbakanı tanıyor musun yarım saattir erbakan ı övüyor bana erbakan gerçek müslüman gerçek lider deyip duruyor ah kardeşim keşke herkes erbakan ı anlasa,hiçbiri
Row984,kabine değişikliği gündemde önerilerimi 83 milyonla 5 m suriyeli paylaşmak istiyorum,hiçbiri
Row1023,kötülükten büyük kötülük fail suriyeli olduğunda bas bas bağıran muhacirleri hedef gösteren suriyeliler mağdur olduğunda görmezden gelen ırkçı zalimlerin ikiyüzlü vicdansız tutumlarıdır,hiçbiri
Row1034,burda görsem suriyeli sanarım he,hiçbiri
Row1070,penye şal tanıtırken suriyeli olmadım pr yapanlar pek konuşmasın bence xd,hiçbiri
Row1074,gaziantep te yetimhanelerde kalan suriyeli çocuklarla malala projesi kapsamında gaziantep teki dar assalaam beyt kerim yetimhanelerini ziyaret ederek eğitim başta olmak üzere suriyeli çocukların sorunlarını yerinde dinledi çözüm önerileri geliştirdi,hiçbiri
Row1148,10 milyon suriyeli olacak,hiçbiri
Row1156,ab delegasyonu başkanı büyükelçi nikolaus meyer landrut türkiye nin suriyeli mültecilere eğitim sağlık hizmeti vermek süren çabalarına verdiği desteğe bağlılığını yineledi,hiçbiri
Row1175,ab büyükelçisi türkiye mülteci statüsünde suriyeli bulunmadığını bilmeyecek kadar cahil mi yoksa kelimeyi özel olarak kullanarak kamuoyunu kandırıyor,hiçbiri
Row1178,umutla yollarımızı gözleyen mazlum kardeşlerimize umut olduk küçük vesilelerle kalplerine dokunup dualarını aldık adak akika şükür kurbanlarımızı suriyeli çadır kamplarındaki kardeşlerimize ulaştırdık,hiçbiri
Row1180,bingöl ün elmalı köyünün suriyeli yetimlere yaptığı yardımlar dünya örnek olur allah sizden ebeden razı olsun,hiçbiri
Row1202,antalyada yaşanan faşizm konuşulmuyor suriyeli hurdacı genci gecenin köründe öldüresiye döven motorsikletini kamyonetle ezen sonrasında yetinmeyip ateşe veren 3 zampara içeri alınmazsa yazıklar olsun adalete,hiçbiri
Row1204,yarınıkurmak projesi kapsamında suriyeli yetişkinlerin iş gücü piyasasına erişiminin desteklenmesi amacıyla 140 çalışma izni başvurusuna destek verilmiştir 10 kadın 130 erkek eudelegationtur,hiçbiri
Row1223,şunu anlayın artık türkiyedeki suriyeli probleminin sebebi suriyeliler değil ülkeye kontrolsüzce mülteci dolduran iktidardır insanlar zorla gelmediler yapılan vahşetin george floyd olayından hiçbir farkı yok,hiçbiri
Row1225,muhammed said ramazan el buti kürt asıllı suriyeli alimi yazar merhum bediüzzaman ın bir sözünü okuduğun zaman kelâmın seni cezb ettiğini görürsün bediüzzaman ın sözlerinin kulaktan kalplere vicdanlara geçtiğini tesir ettiğini görürsün,hiçbiri
Row1239,leziz falafeller yapan suriyeli ailenin restoranı kapanmış onlardan geriye tatlı muhabbetlerinin hatırası atık malzemelerden yaptıkları süsleme sanatı kaldı onlar gittikten sonra tahrip edilmiş maalesef yaptıklarında güzeldi,hiçbiri
Row1241,faşist olmak suçtur ben tc ye gelmiş suriyeli araplarla konuştuğumda gördüğüm onların 90 kurd düşmanı islamci işid sempatizanı çoğu aynı boktan,nefret
Row1259,af örgütü raporu lübnan suriyeli mültecilere yönelik hak ihlallerini belgeliyor,hiçbiri
Row1272,suriyeli hekim suriyeli ögretmen suriyeli polis suriyeli yargıç istemiyoruz suriyelilersuriyeye,nefret
Row1275,suriyeli mülteciler geldikleri günden itibaren devletten kadar yardım alıyorlar onlara bakıyoruz yalan nefret söyleminde bulunanların eseridir,hiçbiri
Row1303,suriyeli kız kardeşlerin protez bacak mutluluğu ülkelerindeki iç savaşta sağ bacaklarını kaybeden koltuk değneği kullanmak zorunda kalan kız kardeşler türkiye kavuştukları protez bacak günlük ihtiyaçlarını rahatlıkla karşılıyor,hiçbiri
Row1328,suriyeli mülteci iş kazasında 3 parmağını kaybetti osmaniye çalıştığı işyerinde mobilya atölyesinde çalışırken iş kazası geçiren suriyeli mülteci muhammed faki sol elinden 3 parmağını kaybetti faki 35 yaşındaki evli bir çocuk babası,hiçbiri
Row1348,gümrük birliği suriyeli mültecilere yardım masada ab liderler zirvesi,hiçbiri
Row1363,önce suriyeli birinden yol tarifi istedim,hiçbiri
Row1365,tek sıkıntı ırkçılık değil antalya hurda kağıt toplayıcılığı sıkıntılı failleri bilmiyorum işte öbeklenen suriyeli afgan toplayıcılar sıklıkla karşılıklı çatışma noktasına geliyorlar ülke alev alırsa kimse önüne geçemez,hiçbiri
Row1371,senin vicdanını sikeyim ben egzoz falan bahane tamamen suriyeli olmasından kaynaklı kini,saldırgan
Row1377,25 26 mart ta düzenlenecek ab liderler zirvesi nin başlıca gündem maddeleri arasında türkiye gümrük birliği nin güncellenmesi doğu akdeniz azalan gerilim yunanistan devam eden istikşafi görüşmeler türkiye deki suriyeli mültecilere mali destek konuları var,hiçbiri
Row1443,önce araçla çarptılar sonra darp ettiler suriyeli gencin durumu ağır,hiçbiri
Row1522,suriyeli bir gencin öldürüldüğü haber paylaşımının altında profiline sözleşmesi yaşatır yazmış bir şahsın beter olsunlar dediğini görerek güne başlamak umarım bunun kötüsü yoktur,hiçbiri
Row1585,uluslararası af örgütü lübnan tutuklanan suriyeli mültecilere işkence uygulandığını bildirdi fetö nün avukat yapılanmasına yönelik operasyonda yakalanan 10 avukat itirafçı oldu bağdat meydana gelen patlama ilk haberlere göre 4 kişi yaralandı,hiçbiri
Row1595,1 çekilişe destek olmak basiti twite rt atmak bana dm atıp kolye hediye etmek istediğinizi belirtebilirsiniz şekilde iyilik zinciri yere ulaşır kolyelerin ücretleri suriyeli kardeşlerimize umut olur,hiçbiri
Row1596,yeryüzü çocukları derneği suriyeli mülteci çocukların eğitim haklarına kavuşmaları eğitime sıkı sarılmaları uğraşan bir dernek destek olmak isteyenler farklı yol anlatacağım şimdi,hiçbiri
